word,to_drop,vulgar_gen,violence,insult_gen,insult_polit,insult_sport,disgust,hate_feelings,homophobia,ethrel_discr,sexism,bodyshame,disability
gigolo,1,,,,,,,,,,,,
gigolò,1,,,,,,,,,,,,
giuda,,,,1,,,,,,,,,
giudeo,,,,,,,,,,1,,,
giudei,,,,,,,,,,1,,,
giullare,,,,1,,,,,,,,,
giullari,,,,1,,,,,,,,,
gnocca,,,,,,,,,,,1,,
gnocco,,,,1,,,,,,,,,
gnocche,,,,,,,,,,,1,,
gobba,1,,,,,,,,,,,,
gobbo,1,,,,,,,,,,,,
gobb*,,,,,,1,,,,,,,
gonade,1,,,,,,,,,,,,
gonad*,1,,,,,,,,,,,,
gonzo,1,,,,,,,,,,,,
gonz*,,,,1,,,,,,,,,
gordo,1,,,,,,,,,,,,
gradasso,1,,,,,,,,,,,,
gradass*,1,,,,,,,,,,,,
grassatore,1,,,,,,,,,,,,
grassazione,1,,,,,,,,,,,,
grettezza,1,,,,,,,,,,,,
gretto,1,,,,,,,,,,,,
grett*,,,,1,,,,,,,,,
grullo,1,,,,,,,,,,,,
grull*,,,,1,,,,,,,,,
guercio,,,,,,,,,,,,,1
guttalax,,,,,,,1,,,,,,
handicap,1,,,,,,,,,,,,
handicappato,1,,,,,,,,,,,,
handicap*,,,,,,,,,,,,,1
iattanza,1,,,,,,,,,,,,
iattazione,1,,,,,,,,,,,,
idiota,1,,,,,,,,,,,,
idioti,1,,,,,,,,,,,,
idiotismo,1,,,,,,,,,,,,
idiot*,,,,1,,,,,,,,,
idiozia,,,,1,,,,,,,,,
ignavia,1,,,,,,,,,,,,
ignav*,1,,,,,,,,,,,,
ignobile,1,,,,,,,,,,,,
ignobil*,,,,1,,,,,,,,,
ignorante,1,,,,,,,,,,,,
ignorantemente,1,,,,,,,,,,,,
ignoranza,1,,,,,,,,,,,,
ignoran*,,,,1,,,,,,,,,
imbecillaggine,1,,,,,,,,,,,,
imbecille,1,,,,,,,,,,,,
imbecillità ,1,,,,,,,,,,,,
imbecill*,,,,1,,,,,,,,,
imbonitore,1,,,,,,,,,,,,
imbonitor*,1,,,,,,,,,,,,
imbonitric*,1,,,,,,,,,,,,
imbranato,1,,,,,,,,,,,,
imbranat*,,,,1,,,,,,,,,
imbrattacarte,1,,,,,,,,,,,,
imbrattafogli,1,,,,,,,,,,,,
imbroglione,1,,,,,,,,,,,,
imbroglion*,,,,1,,,,,,,,,
immondezza,1,,,,,,,,,,,,
immondizia,1,,,,,,,,,,,,
immondo,1,,,,,,,,,,,,
immond*,,,,1,,,,,,,,,
impiccione,1,,,,,,,,,,,,
impostore,1,,,,,,,,,,,,
impost*,1,,,,,,,,,,,,
inabile,1,,,,,,,,,,,,
inabil*,,,,,,,,,,,,,1
inascoltabil*,1,,,,,,,,,,,,
incapace,1,,,,,,,,,,,,
incapacità ,1,,,,,,,,,,,,
incapac*,,,,1,,,,,,,,,
incitrullirsi,1,,,,,,,,,,,,
incitrull*,,,,1,,,,,,,,,
rincitrull*,,,,1,,,,,,,,,
incivile,1,,,,,,,,,,,,
inciviltà ,1,,,,,,,,,,,,
incolto,1,,,,,,,,,,,,
incompetente,,,,1,,,,,,,,,
inculata,1,,,,,,,,,,,,
inculati,1,,,,,,,,,,,,
incul*,,1,,,,,,,,,,,
indecente,1,,,,,,,,,,,,
indecoroso,1,,,,,,,,,,,,
indegno,1,,,,,,,,,,,,
indegn*,,,,1,,,,,,,,,
indigeribil*,,,,,,,1,,,,,,
indigest*,,,,,,,1,,,,,,
inebetire,1,,,,,,,,,,,,
inebetit*,1,,,,,,,,,,,,
ineducato,1,,,,,,,,,,,,
ineducazione,1,,,,,,,,,,,,
inetto,1,,,,,,,,,,,,
inett*,,,,1,,,,,,,,,
infame,,,,1,,,,,,,,,
infami,,,,1,,,,,,,,,
inferior*,1,,,,,,,,,,,,
infingardaggine,1,,,,,,,,,,,,
infingardo,1,,,,,,,,,,,,
ingannatore,1,,,,,,,,,,,,
ingannator*,1,,,,,,,,,,,,
ingannatric*,1,,,,,,,,,,,,
inguardabil*,,,,,,,1,,,,,,
insano,1,,,,,,,,,,,,
insipiente,1,,,,,,,,,,,,
instupidire,1,,,,,,,,,,,,
instupidirsi,1,,,,,,,,,,,,
instupid*,1,,,,,,,,,,,,
insulsaggine,1,,,,,,,,,,,,
insulso,1,,,,,,,,,,,,
insuls*,,,,1,,,,,,,,,
intollerante,1,,,,,,,,,,,,
intolleranza,1,,,,,,,,,,,,
intrallazzare,1,,,,,,,,,,,,
intrallazzatore,1,,,,,,,,,,,,
intrallazzator*,1,,,,,,,,,,,,
intrallazzatric*,1,,,,,,,,,,,,
inutile,,,,1,,,,,,,,,
inutilità ,1,,,,,,,,,,,,
invertito,1,,,,,,,,,,,,
invertit*,,,,,,,,,1,,,,
invidioso,1,,,,,,,,,,,,
invidios*,1,,,,,,,,,,,,
ipocrita,1,,,,,,,,,,,,
ipocrit*,,,,1,,,,,,,,,
istupidire,1,,,,,,,,,,,,
istupidirsi,1,,,,,,,,,,,,
istupid*,1,,,,,,,,,,,,
italiot*,,,,1,,,,,,,,,
krumiro,1,,,,,,,,,,,,
krumir*,,,,,1,,,,,,,,
la rovina,1,,,,,,,,,,,,
la_rovina,,,,1,,,,,,,,,
ladra,1,,,,,,,,,,,,
ladreria,1,,,,,,,,,,,,
ladri,1,,,,,,,,,,,,
ladro,1,,,,,,,,,,,,
ladrocinio,1,,,,,,,,,,,,
ladrone,1,,,,,,,,,,,,
ladroneccio,1,,,,,,,,,,,,
ladruncolo,1,,,,,,,,,,,,
ladr*,,,,1,,,,,,,,,
laido,1,,,,,,,,,,,,
laid*,,,,1,,,,,,,,,
latrare,1,,,,,,,,,,,,
latrina,1,,,,,,,,,,,,
latrine,1,,,,,,,,,,,,
latrin*,,,,1,,,,,,,,,
latrocinio,1,,,,,,,,,,,,
lavati,,,,,,,,,,1,,,
lavativo,1,,,,,,,,,,,,
lavativ*,,,,1,,,,,,,,,
lazzarone,1,,,,,,,,,,,,
lazzaron*,1,,,,,,,,,,,,
lazzerone,1,,,,,,,,,,,,
leccaculo,,1,,1,,,,,,,,,
leccapiedi,,,,1,,,,,,,,,
lecchino,1,,,,,,,,,,,,
lecchin*,,,,1,,,,,,,,,
leccone,1,,,,,,,,,,,,
leccon*,1,,,,,,,,,,,,
lercio,1,,,,,,,,,,,,
lerciume,1,,,,,,,,,,,,
lesbic*,,,,,,,,,1,,,,
lerci*,,,,,,,1,,,,,,
lestofante,1,,,,,,,,,,,,
lestofan*,1,,,,,,,,,,,,
lezzo,,,,1,,,,,,,,,
lingua lunga,1,,,,,,,,,,,,
lingua_lunga,1,,,,,,,,,,,,
linguacciuto,1,,,,,,,,,,,,
linguacciut*,1,,,,,,,,,,,,
lingueggiare,1,,,,,,,,,,,,
liquame,1,,,,,,,,,,,,
liquami,1,,,,,,,,,,,,
liquam*,,,,,,,1,,,,,,
lordo,1,,,,,,,,,,,,
lordi,1,,,,,,,,,,,,
lorda,1,,,,,,,,,,,,
lorde,1,,,,,,,,,,,,
lordura,1,,,,,,,,,,,,
lupanare,1,,,,,,,,,,,,
luridezza,1,,,,,,,,,,,,
lurido,1,,,,,,,,,,,,
lurid*,,,,,,,1,,,,,,
macinino,1,,,,,,,,,,,,
macrocefal*,,,,,,,,,,,,,1
mafia,1,,,,,,,,,,,,
mafiosa,1,,,,,,,,,,,,
mafiosi,1,,,,,,,,,,,,
mafioso,1,,,,,,,,,,,,
mafi*,,,,1,,,,,,,,,
magnaccia,,,,1,,,,,,,1,,
maiale,,,,1,,,,,,,,,
maiali,,,,1,,,,,,,,,
maialino,1,,,,,,,,,,,,
maiala,,,,,,,,,,,1,,
majale,1,,,,,,,,,,,,
majal*,1,,,,,,,,,,,,
malandrino,1,,,,,,,,,,,,
malandrin*,1,,,,,,,,,,,,
malavitoso,1,,,,,,,,,,,,
malavitos*,,,,1,,,,,,,,,
maledett*,,,,1,,,,,,,,,
maleducato,1,,,,,,,,,,,,
maleducazione,1,,,,,,,,,,,,
malefico,1,,,,,,,,,,,,
malefic*,1,,,,,,,,,,,,
maleodorante,,,,,,,1,,,,,,
malevolo,1,,,,,,,,,,,,
malevol*,1,,,,,,,,,,,,
malfattore,1,,,,,,,,,,,,
malfatt*,1,,,,,,,,,,,,
malignare,1,,,,,,,,,,,,
maligno,1,,,,,,,,,,,,
malign*,1,,,,,,,,,,,,
malparlante,1,,,,,,,,,,,,
maltolto,1,,,,,,,,,,,,
malvagio,1,,,,,,,,,,,,
malvagità ,1,,,,,,,,,,,,
malvagi*,1,,,,,,,,,,,,
malvivente,1,,,,,,,,,,,,
malvivent*,,,,1,,,,,,,,,
malvolere,1,,,,,,,,,,,,
mamalucco,1,,,,,,,,,,,,
mammalucco,1,,,,,,,,,,,,
mangiapane,1,,,,,,,,,,,,
mangiaufo,1,,,,,,,,,,,,
maniaco,1,,,,,,,,,,,,
maniac*,1,,,,,,,,,,,,
manigoldo,1,,,,,,,,,,,,
manigold*,1,,,,,,,,,,,,
manipolatore,1,,,,,,,,,,,,
manipolator*,,,,1,,,,,,,,,
manipolatric*,,,,,,,,,,,1,,
mantenut*,,,,1,,,,,,,,,
maramaglia,1,,,,,,,,,,,,
marasma,1,,,,,,,,,,,,
mariolo,1,,,,,,,,,,,,
mariol*,,,,1,,,,,,,,,
mariuol*,,,,1,,,,,,,,,
marmaglia,1,,,,,,,,,,,,
maroni,,1,,,,,,,,,,,
marrano,1,,,,,,,,,,,,
marran*,1,,,,,,,,,,,,
mascalzone,1,,,,,,,,,,,,
mascalzon*,,,,1,,,,,,,,,
masturbandosi,1,,,,,,,,,,,,
masturbazione,1,,,,,,,,,,,,
masturb*,,1,,,,,,,,,,,
medicastro,1,,,,,,,,,,,,
mediocre,1,,,,,,,,,,,,
mediocrità ,1,,,,,,,,,,,,
mefitico,,,,,,,1,,,,,,
megera,,,,,,,,,,,1,,
melensaggine,1,,,,,,,,,,,,
menga,,,,1,,,,,,,,,
menate,1,,,,,,,,,,,,
mendace,1,,,,,,,,,,,,
mendacità ,1,,,,,,,,,,,,
mendicante,1,,,,,,,,,,,,
mendicant*,1,,,,,,,,,,,,
menomato,1,,,,,,,,,,,,
menomat*,,,,,,,,,,,,,1
mentecatto,1,,,,,,,,,,,,
mentecatt*,,,,1,,,,,,,,,
mentitore,1,,,,,,,,,,,,
mentitor*,1,,,,,,,,,,,,
mentitric*,1,,,,,,,,,,,,
menzognero,1,,,,,,,,,,,,
menzogner*,1,,,,,,,,,,,,
merda,1,,,,,,,,,,,,
merdaazzurri,1,,,,,,,,,,,,
merdacce,1,,,,,,,,,,,,
merdaccia,1,,,,,,,,,,,,
merdata,1,,,,,,,,,,,,
merde,1,,,,,,,,,,,,
merdone,1,,,,,,,,,,,,
merd*,,1,,1,,,,,,,,,
meretrice,1,,,,,,,,,,,,
meretricio,1,,,,,,,,,,,,
meretric*,,,,,,,,,,,1,,
meschino,1,,,,,,,,,,,,
mezzasega,,1,,1,,,,,,,,,
mezzeseghe,,1,,1,,,,,,,,,
mezza_sega,,1,,1,,,,,,,,,
mezze_seghe,,1,,1,,,,,,,,,
mercenari*,,,,1,,,,,,,,,
miasma,,,,,,,1,,,,,,
microcefalia,1,,,,,,,,,,,,
microcefalo,1,,,,,,,,,,,,
microcefal*,,,,,,,,,,,,,1
mignotta,1,,,,,,,,,,,,
mignott*,,,,,,,,,,,1,,
minchia,,1,,,,,,,,,,,
minchiat*,,1,,,,,,,,,,,
minchionaggine,1,,,,,,,,,,,,
minchionare,1,,,,,,,,,,,,
minchionatore,1,,,,,,,,,,,,
minchionatura,1,,,,,,,,,,,,
minchion*,,1,,1,,,,,,,,,
minchioneria,1,,,,,,,,,,,,
di_minchia,,1,,1,,,,,,,,,
minkia,,1,,,,,,,,,,,
minkiat*,,1,,,,,,,,,,,
minkion*,,1,,1,,,,,,,,,
di_minkia,,1,,1,,,,,,,,,
minne,,1,,,,,,,,,,,
minorato,1,,,,,,,,,,,,
minorat*,,,,,,,,,,,,,1
miserabile,1,,,,,,,,,,,,
miserabil*,,,,1,,,,,,,,,
miseria,1,,,,,,,,,,,,
misero,1,,,,,,,,,,,,
molestatore,1,,,,,,,,,,,,
molestator*,,,,1,,,,,,,,,
molestatric*,,,,1,,,,,,,,,
mollaccione,1,,,,,,,,,,,,
mollaccion*,,,,1,,,,,,,,,
molluschi,1,,,,,,,,,,,,
mollusco,1,,,,,,,,,,,,
mona,,1,,,,,,,,,,,
un_mona,,1,,1,,,,,,,,,
mongola,,,,,,,,,,,,,1
mongole,,,,,,,,,,,,,1
mongoli,,,,,,,,,,,,,1
mongolo,,,,,,,,,,,,,1
mongoloide,,,,,,,,,,,,,1
mongoloidi,,,,,,,,,,,,,1
mongospoastic*,,,,,,,,,,,,,1
mondezza,,,,1,,,,,,,,,
monnezza,,,,1,,,,,,,,,
munnezza,,,,1,,,,,,,,,
munnezz,,,,1,,,,,,,,,
mortacci,,1,,1,,,,,,,,,
muto,,,1,,,,,,,,,,
muti,,,1,,,,,,,,,,
muta,,,1,,,,,,,,,,
mute,,,1,,,,,,,,,,
morto di fame,1,,,,,,,,,,,,
morto_di_fame,,,,1,,,,,,,,,
morti_di_fame,,,,1,,,,,,,,,
morta_di_fame,,,,1,,,,,,,,,
morte_di_fame,,,,1,,,,,,,,,
mulo,,,,1,,,,,,,,,
mula,,,,,,,,,,,1,,
nana,,,,,,,,,,,,1,1
nanerottolo,,,,,,,,,,,,1,1
nano,,,,,,,,,,,,1,1
nanocefal*,,,,,,,,,,,,,1
nanocephaly,1,,,,,,,,,,,,
napoletano,1,,,,,,,,,,,,
napolecan*,,,,,,1,,,,1,,,
natica,1,,,,,,,,,,,,
natiche,1,,,,,,,,,,,,
nauseabondo,1,,,,,,,,,,,,
nauseabond*,,,,,,,1,,,,,,
ndranghet*,,,,1,,,,,,,,,
ndranghet*,,,,1,,,,,,,,,
negra,1,,,,,,,,,,,,
negri,1,,,,,,,,,,,,
negro,1,,,,,,,,,,,,
negroide,1,,,,,,,,,,,,
negroidi,1,,,,,,,,,,,,
negrone,1,,,,,,,,,,,,
negroni,1,,,,,,,,,,,,
negr*,,,,,,,,,,1,,,
nerchia,1,,,,,,,,,,,,
nerchi*,,1,,,,,,,,,,,
nerd,,,,1,,,,,,,,,
nerds,,,,1,,,,,,,,,
nero,1,,,,,,,,,,,,
nero_di,,,,,,,,,,1,,,
nero_del,,,,,,,,,,1,,,
neri_di,,,,,,,,,,1,,,
neri_del,,,,,,,,,,1,,,
nera_di,,,,,,,,,,1,,,
nera_del,,,,,,,,,,1,,,
nere_di,,,,,,,,,,1,,,
nere_del,,,,,,,,,,1,,,
ninfoman*,,,,,,,,,,,1,,
ninfomani,1,,,,,,,,,,,,
ninfomania,1,,,,,,,,,,,,
oca,,,,,,,,,,,1,,
ocaggine,1,,,,,,,,,,,,
oche,,,,,,,,,,,1,,
ochetta,,,,,,,,,,,1,,
ochette,,,,,,,,,,,1,,
odio,,,,,,,,1,,,,,
ti_odio,,,,,,,,1,,,,,
vi_odio,,,,,,,,1,,,,,
lo_odio,,,,,,,,1,,,,,
li_odio,,,,,,,,1,,,,,
la_odio,,,,,,,,1,,,,,
le_odio,,,,,,,,1,,,,,
odios*,,,,1,,,,,,,,,
olezzo,,,,,,,1,,,,,,
oligofrenia,1,,,,,,,,,,,,
omiciattolo,1,,,,,,,,,,,,
omicida,,,,1,,,,,,,,,
omoerot*,,,,,,,,,1,,,,
omoerotismo,1,,,,,,,,,,,,
omosex,,,,,,,,,1,,,,
omuncoli,,,,1,,,,,,,,,
omuncolo,,,,1,,,,,,,,,
orbo,,,,,,,,,,,,,1
ottusità ,1,,,,,,,,,,,,
ottuso,,,,1,,,,,,,,,
ottusi,,,,1,,,,,,,,,
ottusa,,,,1,,,,,,,,,
ottuse,,,,1,,,,,,,,,
paccotiglia,1,,,,,,,,,,,,
paccottiglia,1,,,,,,,,,,,,
pagliaccio,1,,,,,,,,,,,,
pagliacc*,,,,1,,,,,,,,,
paino,1,,,,,,,,,,,,
palle,1,,,,,,,,,,,,
pantegana,1,,,,,,,,,,,,
pantegan*,,,,1,,,,,,,,,
pappone,1,,,,,,,,,,,,
pappon*,,1,,1,,,,,,,,,
paracula,1,,,,,,,,,,,,
paraculi,1,,,,,,,,,,,,
paraculismo,1,,,,,,,,,,,,
paraculo,1,,,,,,,,,,,,
paracul*,,1,,1,,,,,,,,,
parassita,1,,,,,,,,,,,,
parassit*,,,,1,,,,,,,,,
parolai*,,,,1,,,,,,,,,
parruccone,1,,,,,,,,,,,,
passeggiatric*,,,,,,,,,,,1,,
passera,,1,,,,,,,,,,,
passere,,1,,,,,,,,,,,
pastrocchio,1,,,,,,,,,,,,
pataccaro,1,,,,,,,,,,,,
pataccar*,,,,1,,,,,,,,,
patetico,1,,,,,,,,,,,,
patetic*,,,,1,,,,,,,,,
patonza,,,,,,,,,,,1,,
pattume,,,,1,,,,,,,,,
pavido,1,,,,,,,,,,,,
pavid*,,,,1,,,,,,,,,
pecora,,,,1,,,,,,,,,
a_pecora,,1,,,,,,,,,,,
pecorina,,1,,,,,,,,,,,
pecorai*,,,,1,,,,,,,,,
pecore,,,,1,,,,,,,,,
pecoreccio,1,,,,,,,,,,,,
pederast*,,,,,,,,,1,,,,
pederastia,1,,,,,,,,,,,,
pederastico,1,,,,,,,,,,,,
pedofil*,,,,1,,,,,,,,,
peli pubici,1,,,,,,,,,,,,
peli_pubici,1,,,,,,,,,,,,
pelo pibico,1,,,,,,,,,,,,
pelo_pibico,1,,,,,,,,,,,,
pelo pubico,1,,,,,,,,,,,,
pelo_pubico,1,,,,,,,,,,,,
il_pene,,1,,,,,,,,,,,
penetrazione anale,1,,,,,,,,,,,,
pennaiol*,,,,1,,,,,,,,,
pennivendol*,,,,1,,,,,,,,,
penos*,,,,1,,,,,,,,,
peripatetica,,,,,,,,,,,1,,
persona andicappata,1,,,,,,,,,,,,
persona handicappata,1,,,,,,,,,,,,
persona stupida,1,,,,,,,,,,,,
perverso,1,,,,,,,,,,,,
pervertitore,1,,,,,,,,,,,,
pervertit*,,,,1,,,,,,,,,
pescivendola,1,,,,,,,,,,,,
pescivendole,1,,,,,,,,,,,,
pescivendoli,1,,,,,,,,,,,,
pescivendolo,1,,,,,,,,,,,,
pestilenziale,,,,,,,1,,,,,,
petecchia,1,,,,,,,,,,,,
pezzente,1,,,,,,,,,,,,
pezzent*,,,,1,,,,,,,,,
piagnone,1,,,,,,,,,,,,
piagnon*,,,,1,,,,,,,,,
piagnucolone,1,,,,,,,,,,,,
piagnucol*,,,,1,,,,,,,,,
piattola,1,,,,,,,,,,,,
piattol*,,,,1,,,,,,,,,
pidocchi,1,,,,,,,,,,,,
pidocchio,1,,,,,,,,,,,,
pidocchioso,1,,,,,,,,,,,,
pidocchi*,,,,1,,,,,,,,,
pippa,,,,1,,,,,,,,,
pippone,,,,1,,,,,,,,,
pippe,,,,1,,,,,,,,,
pirla,1,,,,,,,,,,,,
pirl*,,,,1,,,,,,,,,
pisciat*,,1,,,,,,,,,,,
piscio,,1,,,,,,,,,,,
piscia,,1,,,,,,,,,,,
pisciar*,,1,,,,,,,,,,,
piselli,1,,,,,,,,,,,,
pisello,1,,,,,,,,,,,,
pisellone,1,,,,,,,,,,,,
pisell*,,1,,,,,,,,,,,
polentone,1,,,,,,,,,,,,
polenton*,,,,,,,,,,1,,,
pollo,,,,1,,,,,,,,,
polli,,,,1,,,,,,,,,
una_pompa,,1,,1,,,,,,,,,
le_pompe,,1,,1,,,,,,,,,
pompin*,,1,,,,,,,,,,,
poppante,,,,1,,,,,,,,,
porca,,,,,,,,,,,1,,
porche,,,,,,,,,,,1,,
porcellone,,,,1,,,,,,,,,
porcelli,,,,1,,,,,,,,,
porcello,,,,1,,,,,,,,,
porcellona,,,,,,,,,,,1,,
porco,,,,1,,,,,,,,,
porci,,,,1,,,,,,,,,
portatore-di-handicap,1,,,,,,,,,,,,
postribolo,1,,,,,,,,,,,,
potta,1,,,,,,,,,,,,
poveraccio,1,,,,,,,,,,,,
poveracci*,,,,1,,,,,,,,,
predone,1,,,,,,,,,,,,
predon*,1,,,,,,,,,,,,
prepuzio,1,,,,,,,,,,,,
presuntuoso,1,,,,,,,,,,,,
presunzione,1,,,,,,,,,,,,
prostituta,1,,,,,,,,,,,,
prostitute,1,,,,,,,,,,,,
prostituto,1,,,,,,,,,,,,
prostituzione,,,,1,,,,,,,,,
prostitui*,,,,1,,,,,,,,,
prostitut*,,,,,,,,,,,1,,
pseudo*,,,,1,,,,,,,,,
pube,1,,,,,,,,,,,,
pubic*,1,,,,,,,,,,,,
pulcioso,1,,,,,,,,,,,,
pulcios*,,,,1,,,,,,,,,
pusillanime,1,,,,,,,,,,,,
pusillanimità ,1,,,,,,,,,,,,
puttana,,,,,,,,,,,1,,
puttane,,,,,,,,,,,1,,
puttano,,,,1,,,,,,,,,
puttani,,,,1,,,,,,,,,
puttanat*,,1,,,,,,,,,,,
puttanon*,,,,,,,,,,,1,,
puttanell*,,,,,,,,,,,1,,
puttanazz*,,,,,,,,,,,1,,
puttanacc*,,,,,,,,,,,1,,
puttanaio,,1,,,,,,,,,,,
bottan*,,,,,,,,,,,1,,
puzza,,,,,,,1,,,,,,
puzzo,,,,,,,1,,,,,,
puzzolent*,,,,,,,1,,,,,,
puzzon*,,,,1,,,,,,,,,
puzzoso,1,,,,,,,,,,,,
qualunquismo,1,,,,,,,,,,,,
qualunquista,1,,,,,,,,,,,,
qualunquist*,,,,1,,,,,,,,,
questurino,1,,,,,,,,,,,,
questurin*,,,,1,,,,,,,,,
rabbin*,,,,,,,,,,1,,,
ragliare,1,,,,,,,,,,,,
rammollito,1,,,,,,,,,,,,
rammollit*,,,,1,,,,,,,,,
rancido,1,,,,,,,,,,,,
rancid*,,,,,,,1,,,,,,
rancoroso,1,,,,,,,,,,,,
randagio,1,,,,,,,,,,,,
randagi*,1,,,,,,,,,,,,
rapporto anale,1,,,,,,,,,,,,
ratti,,,,1,,,,,,,,,
ratto,,,,1,,,,,,,,,
reietto,1,,,,,,,,,,,,
reiett*,,,,1,,,,,,,,,
relitt*,,,,1,,,,,,,,,
reprobo,1,,,,,,,,,,,,
repulsione,,,,,,,1,,,,,,
rete fognaria,1,,,,,,,,,,,,
retrogrado,1,,,,,,,,,,,,
retrograd*,1,,,,,,,,,,,,
ricchione,1,,,,,,,,,,,,
ricchion*,,,,,,,,,1,,,,
ricino,,,,,1,,,,,,,,
ridicolaggine,1,,,,,,,,,,,,
ridicol*,,,,1,,,,,,,,,
rimbambinire,1,,,,,,,,,,,,
rimbambire,1,,,,,,,,,,,,
rimbambito,1,,,,,,,,,,,,
rimbambit*,,,,1,,,,,,,,,
rimbecillirsi,1,,,,,,,,,,,,
rimbecillito,1,,,,,,,,,,,,
rimbecillt*,,,,1,,,,,,,,,
rincretinire,1,,,,,,,,,,,,
rincretinit*,,,,1,,,,,,,,,
riprovevole,1,,,,,,,,,,,,
ripugnanza,1,,,,,,,,,,,,
ripugnan*,,,,,,,1,,,,,,
ripulsione,,,,,,,1,,,,,,
ritardato,1,,,,,,,,,,,,
ritardat*,,,,,,,,,,,,,1
robaccia,1,,,,,,,,,,,,
rogn*,1,,,,,,,,,,,,
rom,,,,,,,,,,1,,,
ronalda,,,,,,,,,1,,,,
rottam*,,,,1,,,,,,,,,
rottinculo,1,,,,,,,,,,,,
rottincul*,,,,,,,,,1,,,,
rubare,1,,,,,,,,,,,,
rubato,1,,,,,,,,,,,,
rubentino,,,,,,1,,,,,,,
rubentus,,,,,,1,,,,,,,
ruberia,1,,,,,,,,,,,,
ruberie,1,,,,,,,,,,,,
ruffiana,1,,,,,,,,,,,,
ruffiano,1,,,,,,,,,,,,
ruffian*,,,,1,,,,,,,,,
ruspa,,,,,,,,,,,,,
ruspe,,,,,,,,,,,,,
saccente,1,,,,,,,,,,,,
saccenteria,1,,,,,,,,,,,,
saccentone,1,,,,,,,,,,,,
saccent*,1,,,,,,,,,,,,
saccheggiatore,1,,,,,,,,,,,,
saccheggio,1,,,,,,,,,,,,
sacchegg*,1,,,,,,,,,,,,
sacco,1,,,,,,,,,,,,
saltambanco,1,,,,,,,,,,,,
saltimbanco,,,,1,,,,,,,,,
sanguisuga,,,,1,,,,,,,,,
sanguisughe,,,,1,,,,,,,,,
sapientone,1,,,,,,,,,,,,
sapienton*,,,,1,,,,,,,,,
saputello,1,,,,,,,,,,,,
saputell*,,,,1,,,,,,,,,
sbarbatello,1,,,,,,,,,,,,
sbarbatell*,,,,1,,,,,,,,,
sbarbino,1,,,,,,,,,,,,
sbirro,1,,,,,,,,,,,,
sbirr*,,,,1,,,,,,,,,
sborra,1,,,,,,,,,,,,
sborrare,1,,,,,,,,,,,,
sbor*,,1,,,,,,,,,,,
sbur*,,1,,,,,,,,,,,
sbruffone,1,,,,,,,,,,,,
sbruffon*,,,,1,,,,,,,,,
scalzacane,1,,,,,,,,,,,,
scalzacani,1,,,,,,,,,,,,
scarabocchio,1,,,,,,,,,,,,
scarafaggi,,,,1,,,,,,,,,
scarafaggio,,,,1,,,,,,,,,
scarrafon*,,,,1,,,,,,,,,
scarso,,,,1,,,,,,,,,
scarsi,,,,1,,,,,,,,,
scarsa,,,,1,,,,,,,,,
scarse,,,,1,,,,,,,,,
scarsissim*,,,,1,,,,,,,,,
scarto,1,,,,,,,,,,,,
scellerataggine,1,,,,,,,,,,,,
scelleratezza,1,,,,,,,,,,,,
scellerato,1,,,,,,,,,,,,
scellerat*,1,,,,,,,,,,,,
scemenz*,,,,1,,,,,,,,,
scemo,,,,1,,,,,,,,,
scemi,,,,1,,,,,,,,,
scema,,,,1,,,,,,,,,
sceme,,,,1,,,,,,,,,
scempiaggine,1,,,,,,,,,,,,
scempiataggine,1,,,,,,,,,,,,
schiaff*,,,1,,,,,,,,,,
schiapp*,,,,1,,,,,,,,,
schif*,,,,1,,,1,,,,,,
schizzinoso,1,,,,,,,,,,,,
sciacalli,1,,,,,,,,,,,,
sciacallo,1,,,,,,,,,,,,
sciacall*,,,,1,,,,,,,,,
sciacquetta,1,,,,,,,,,,,,
sciacquett*,,,,,,,,,,,1,,
sciagurato,1,,,,,,,,,,,,
sciancato,,,,,,,,,,,,,1
sciattona,1,,,,,,,,,,,,
sciattone,1,,,,,,,,,,,,
sciatton*,1,,,,,,,,,,,,
scimmia,1,,,,,,,,,,,,
scimmione,1,,,,,,,,,,,,
scimmi*,,,,,,,,,,1,,,
scimunitaggine,1,,,,,,,,,,,,
scimunito,1,,,,,,,,,,,,
scimunit*,,,,1,,,,,,,,,
sciocchezza,1,,,,,,,,,,,,
sciocchezze,1,,,,,,,,,,,,
sciocco,1,,,,,,,,,,,,
scioccone,1,,,,,,,,,,,,
scopare,1,,,,,,,,,,,,
scopata,1,,,,,,,,,,,,
scopat*,,1,,,,,,,,,,,
scopar*,,1,,,,,,,,,,,
scorfano,1,,,,,,,,,,,,
scorfan*,,,,,,,,,,,,1,
scoria,1,,,,,,,,,,,,
scorie,1,,,,,,,,,,,,
screanzato,1,,,,,,,,,,,,
screanzat*,1,,,,,,,,,,,,
scroccone,1,,,,,,,,,,,,
scroccon*,,,,1,,,,,,,,,
scrofa,,,,,,,,,,,1,,
scroto,,1,,,,,,,,,,,
sedere,1,,,,,,,,,,,,
sega,,1,,,,,,,,,,,
segaiolo,,,,1,,,,,,,,,
seghe,,1,,,,,,,,,,,
sempliciotto,1,,,,,,,,,,,,
sempliciott*,1,,,,,,,,,,,,
sensale,1,,,,,,,,,,,,
senza cervelli,1,,,,,,,,,,,,
serpe,,,,1,,,,,,,,,
serpi,,,,1,,,,,,,,,
serpente,1,,,,,,,,,,,,
